scenario_id,job_id,status,submitted_at,started_at,completed_at,time_seconds,cost,add_ons,features,available_gpu_units,available_ram_gb,available_cpu_cores,available_tpu_units,available_storage_gb,distance,filter_maxPrice,filter_maxSubscriptionSize,filter_features,filter_usageLimits_available_ram_gb,filter_usageLimits_available_storage_gb,filter_usageLimits_available_cpu_cores,filter_usageLimits_available_gpu_units,filter_usageLimits_available_tpu_units,filter_usageLimits_distance
large_devices_vr_500,job-2399d4e4-de91-4a01-a023-9c912b865f90,COMPLETED,2026-02-23T14:59:25.104Z,2026-02-23T14:59:25.104Z,2026-02-23T15:01:16.724Z,111.8924298286438,188.653 $,"['VODAFONE_302212', 'TELSTRA_9015666', 'TELSTRA_304064', 'TELSTRA_304165']","['CAMERA', 'NETWORK_NODE', 'DATA_CENTER', 'SENSOR']",4,112,65,3,1498,399977722,20000,10,"['CAMERA', 'SENSOR', 'NETWORK_NODE', 'DATA_CENTER']",3,3,1,1,0,99985000
large_clients_vr_1500,job-7266173d-8c1f-44d6-9168-9caa8b2b7cc6,COMPLETED,2026-02-23T15:01:16.818Z,2026-02-23T15:01:16.818Z,2026-02-23T15:01:16.929Z,0.21891188621520996,416.215 $,"['TELSTRA_9008211', 'VODAFONE_303735', 'TELSTRA_304134', 'TELSTRA_301356']","['CAMERA', 'NETWORK_NODE', 'DATA_CENTER', 'SENSOR']",8,101,79,3,2174,399973040,20000,10,"['CAMERA', 'SENSOR', 'NETWORK_NODE', 'DATA_CENTER']",5,10,2,1,0,99985000
large_clients_vr_3000,job-18c043ed-9e1f-49ae-9f83-b5bc3702ac33,COMPLETED,2026-02-23T15:01:17.036Z,2026-02-23T15:01:17.036Z,2026-02-23T15:01:17.144Z,0.2171649932861328,465.361 $,"['TELSTRA_9008211', 'VODAFONE_303735', 'TELSTRA_37789', 'TELSTRA_301356']","['CAMERA', 'NETWORK_NODE', 'DATA_CENTER', 'SENSOR']",8,99,75,3,2177,400000000,20000,10,"['CAMERA', 'SENSOR', 'NETWORK_NODE', 'DATA_CENTER']",7,18,3,1,0,99985000
large_clients_vr_5000,job-12491d80-6aba-4d94-a0aa-f941d44a40a9,COMPLETED,2026-02-23T15:01:17.254Z,2026-02-23T15:01:17.254Z,2026-02-23T15:01:17.349Z,0.1115562915802002,649.484 $,"['TELSTRA_9008211', 'VODAFONE_303735', 'TELSTRA_37789', 'TELSTRA_301356']","['CAMERA', 'NETWORK_NODE', 'DATA_CENTER', 'SENSOR']",8,99,75,3,2177,400000000,20000,10,"['CAMERA', 'SENSOR', 'NETWORK_NODE', 'DATA_CENTER']",8,28,8,1,0,99985000
large_clients_vr_8000,job-167a141f-ed0c-4b04-9b31-613798c3e36b,COMPLETED,2026-02-23T15:01:17.366Z,2026-02-23T15:01:17.366Z,2026-02-23T15:01:17.466Z,0.11001896858215332,775.73 $,"['TELSTRA_9008211', 'VODAFONE_303735', 'TELSTRA_37789', 'TELSTRA_301356']","['CAMERA', 'NETWORK_NODE', 'DATA_CENTER', 'SENSOR']",8,99,75,3,2177,400000000,20000,10,"['CAMERA', 'SENSOR', 'NETWORK_NODE', 'DATA_CENTER']",10,43,12,1,0,99985000
large_devices_robot_300,job-1ef16932-038a-4bec-9320-a810191ca612,COMPLETED,2026-02-23T15:01:17.532Z,2026-02-23T15:01:17.532Z,2026-02-23T15:01:22.956Z,5.570481061935425,52.949999999999996 $,"['OPTUS_134565', 'OPTUS_301761', 'OPTUS_135122']","['NETWORK_NODE', 'COMPUTER', 'SENSOR']",2,53,16,,821,299969870,20000,10,"['SENSOR', 'COMPUTER', 'NETWORK_NODE']",1,16,1,0,0,99998500
large_devices_robot_400,job-dd60038c-4e7b-4ea5-93f2-989c0e9704e4,COMPLETED,2026-02-23T15:01:23.142Z,2026-02-23T15:01:23.143Z,2026-02-23T15:01:37.496Z,14.46877908706665,52.949999999999996 $,"['OPTUS_134565', 'OPTUS_301761', 'OPTUS_135122']","['NETWORK_NODE', 'COMPUTER', 'SENSOR']",2,53,16,,821,299969870,20000,10,"['SENSOR', 'COMPUTER', 'NETWORK_NODE']",1,16,1,0,0,99998500
large_devices_robot_450,job-a5bf5fe5-548d-4d18-8b90-74a7725bad9f,COMPLETED,2026-02-23T15:01:37.641Z,2026-02-23T15:01:37.641Z,2026-02-23T15:01:59.817Z,22.31860089302063,52.949999999999996 $,"['OPTUS_134565', 'OPTUS_301761', 'OPTUS_135122']","['NETWORK_NODE', 'COMPUTER', 'SENSOR']",2,53,16,,821,299969870,20000,10,"['SENSOR', 'COMPUTER', 'NETWORK_NODE']",1,16,1,0,0,99998500
large_devices_robot_500,job-15867335-4778-4bc8-9a10-9b09666ccfeb,COMPLETED,2026-02-23T15:01:59.990Z,2026-02-23T15:01:59.990Z,2026-02-23T15:02:33.316Z,33.53576898574829,52.949999999999996 $,"['OPTUS_302288', 'OPTUS_301761', 'OPTUS_135122']","['NETWORK_NODE', 'COMPUTER', 'SENSOR']",2,41,23,1,489,299963552,20000,10,"['SENSOR', 'COMPUTER', 'NETWORK_NODE']",1,16,1,0,0,99998500
large_clients_robot_250,job-faa6e78b-cc5e-4916-9a47-546ed99b898c,COMPLETED,2026-02-23T15:02:33.376Z,2026-02-23T15:02:33.376Z,2026-02-23T15:02:33.488Z,0.2162947654724121,69.03999999999999 $,"['TELSTRA_304931', 'VODAFONE_303735', 'TELSTRA_301356']","['NETWORK_NODE', 'COMPUTER', 'SENSOR']",3,70,54,1,1112,299970523,20000,10,"['SENSOR', 'COMPUTER', 'NETWORK_NODE']",1,33,1,0,0,99998500
large_clients_robot_500,job-f3f2a758-f2ba-4290-adb8-2b537ab31af8,COMPLETED,2026-02-23T15:02:33.592Z,2026-02-23T15:02:33.592Z,2026-02-23T15:02:33.686Z,0.11086201667785645,83.44 $,"['TELSTRA_304931', 'VODAFONE_303735', 'TELSTRA_301356']","['NETWORK_NODE', 'COMPUTER', 'SENSOR']",3,70,54,1,1112,299970523,20000,10,"['SENSOR', 'COMPUTER', 'NETWORK_NODE']",1,57,1,0,0,99998500
large_clients_robot_750,job-685b8281-bda8-4b52-bebd-c46f9ca44e2b,COMPLETED,2026-02-23T15:02:33.704Z,2026-02-23T15:02:33.704Z,2026-02-23T15:02:33.808Z,0.11066389083862305,104.44 $,"['TELSTRA_304931', 'VODAFONE_303735', 'TELSTRA_301356']","['NETWORK_NODE', 'COMPUTER', 'SENSOR']",3,70,54,1,1112,299970523,20000,10,"['SENSOR', 'COMPUTER', 'NETWORK_NODE']",1,92,1,0,0,99998500
large_clients_robot_1000,job-650c2fef-0a14-4e68-848a-162db18666ad,COMPLETED,2026-02-23T15:02:33.815Z,2026-02-23T15:02:33.815Z,2026-02-23T15:02:33.918Z,0.10763192176818848,121.83999999999997 $,"['TELSTRA_304931', 'VODAFONE_303735', 'TELSTRA_301356']","['NETWORK_NODE', 'COMPUTER', 'SENSOR']",3,70,54,1,1112,299970523,20000,10,"['SENSOR', 'COMPUTER', 'NETWORK_NODE']",1,121,1,0,0,99998500
large_devices_lidar_300,job-2cb275df-6d70-4366-83e4-6b13736bf120,COMPLETED,2026-02-23T15:02:33.938Z,2026-02-23T15:02:33.938Z,2026-02-23T15:02:34.597Z,0.7634580135345459,196.653 $,"['VODAFONE_9013851', 'TELSTRA_50618', 'TELSTRA_9007468']","['NETWORK_NODE', 'DATA_CENTER', 'SENSOR']",7,104,44,3,1073,299914735,20000,10,"['SENSOR', 'NETWORK_NODE', 'DATA_CENTER']",3,23,2,1,0,99990000
large_devices_lidar_400,job-4223c57e-4aeb-4c2c-8eca-ff6dc27ec2a5,COMPLETED,2026-02-23T15:02:34.701Z,2026-02-23T15:02:34.701Z,2026-02-23T15:02:35.311Z,0.6601850986480713,196.653 $,"['VODAFONE_9013851', 'TELSTRA_50618', 'TELSTRA_9007468']","['NETWORK_NODE', 'DATA_CENTER', 'SENSOR']",7,104,44,3,1073,299914735,20000,10,"['SENSOR', 'NETWORK_NODE', 'DATA_CENTER']",3,23,2,1,0,99990000
large_devices_lidar_450,job-5039f0c7-228f-4f2a-bdc4-b92ca10a3594,COMPLETED,2026-02-23T15:02:35.359Z,2026-02-23T15:02:35.360Z,2026-02-23T15:02:36.001Z,0.7593700885772705,196.653 $,"['VODAFONE_9013851', 'TELSTRA_50618', 'TELSTRA_9007468']","['NETWORK_NODE', 'DATA_CENTER', 'SENSOR']",7,104,44,3,1073,299914735,20000,10,"['SENSOR', 'NETWORK_NODE', 'DATA_CENTER']",3,23,2,1,0,99990000
large_devices_lidar_500,job-fb798aa8-9961-4708-8d82-f6b6daf6ca52,COMPLETED,2026-02-23T15:02:36.122Z,2026-02-23T15:02:36.122Z,2026-02-23T15:02:36.761Z,0.66497802734375,196.653 $,"['VODAFONE_9013851', 'TELSTRA_50618', 'TELSTRA_9007468']","['NETWORK_NODE', 'DATA_CENTER', 'SENSOR']",7,104,44,3,1073,299914735,20000,10,"['SENSOR', 'NETWORK_NODE', 'DATA_CENTER']",3,23,2,1,0,99990000
large_clients_lidar_2500,job-2f66840f-66e0-4415-bf0f-c51c07ad0af5,COMPLETED,2026-02-23T15:02:36.773Z,2026-02-23T15:02:36.773Z,2026-02-23T15:02:36.874Z,0.11004281044006348,1807.507 $,"['TELSTRA_301250', 'TELSTRA_303971', 'TELSTRA_9002449']","['NETWORK_NODE', 'DATA_CENTER', 'SENSOR']",8,151,62,4,2468,299912284,20000,10,"['SENSOR', 'NETWORK_NODE', 'DATA_CENTER']",9,374,44,1,1,99990000
large_clients_lidar_3500,job-be9a14fd-e912-46de-8034-d193f329e279,COMPLETED,2026-02-23T15:02:36.884Z,2026-02-23T15:02:36.884Z,2026-02-23T15:02:36.977Z,0.1086130142211914,1691.83 $,"['TELSTRA_301250', 'TELSTRA_9007634', 'TELSTRA_9002449']","['NETWORK_NODE', 'DATA_CENTER', 'SENSOR']",7,142,75,4,2736,299914217,20000,10,"['SENSOR', 'NETWORK_NODE', 'DATA_CENTER']",10,497,32,1,1,99990000
large_clients_lidar_4500,job-ae8ef2c5-d71e-4fbb-bae8-250a04c0f42d,COMPLETED,2026-02-23T15:02:36.993Z,2026-02-23T15:02:36.993Z,2026-02-23T15:02:37.087Z,0.10886073112487793,1472.676 $,"['TELSTRA_301250', 'TELSTRA_303971', 'TELSTRA_9002449']","['NETWORK_NODE', 'DATA_CENTER', 'SENSOR']",8,151,62,4,2468,299912284,20000,10,"['SENSOR', 'NETWORK_NODE', 'DATA_CENTER']",12,636,46,1,0,99990000
large_clients_lidar_5000,job-efc864cc-b9f2-4126-9aba-deba5edd6ccc,COMPLETED,2026-02-23T15:02:37.102Z,2026-02-23T15:02:37.102Z,2026-02-23T15:02:37.206Z,0.10835981369018555,1941.599 $,"['TELSTRA_301250', 'TELSTRA_303971', 'TELSTRA_9002449']","['NETWORK_NODE', 'DATA_CENTER', 'SENSOR']",8,151,62,4,2468,299912284,20000,10,"['SENSOR', 'NETWORK_NODE', 'DATA_CENTER']",13,708,49,1,1,99990000
large_devices_cctv_300,job-b0c8a220-397b-4aa9-b4c8-32585e144c59,COMPLETED,2026-02-23T15:02:37.257Z,2026-02-23T15:02:37.257Z,2026-02-23T15:02:39.371Z,2.1796109676361084,373.203 $,"['VODAFONE_303723', 'TELSTRA_301275', 'TELSTRA_9015666']","['CAMERA', 'NETWORK_NODE', 'DATA_CENTER']",7,99,63,2,1258,299962932,20000,10,"['CAMERA', 'NETWORK_NODE', 'DATA_CENTER']",3,46,1,1,1,99000000
large_devices_cctv_400,job-5a57214f-b91a-418d-a2ae-651b78c7e2eb,COMPLETED,2026-02-23T15:02:39.490Z,2026-02-23T15:02:39.490Z,2026-02-23T15:02:44.063Z,4.694944143295288,372.10299999999995 $,"['VODAFONE_303723', 'TELSTRA_304165', 'TELSTRA_9015666']","['CAMERA', 'NETWORK_NODE', 'DATA_CENTER']",7,99,67,2,1257,299965729,20000,10,"['CAMERA', 'NETWORK_NODE', 'DATA_CENTER']",3,46,1,1,1,99000000
large_devices_cctv_450,job-8a875581-f6c4-480a-b08d-ee5221f83972,COMPLETED,2026-02-23T15:02:44.209Z,2026-02-23T15:02:44.209Z,2026-02-23T15:02:50.844Z,6.819462299346924,372.10299999999995 $,"['VODAFONE_303723', 'TELSTRA_304165', 'TELSTRA_9015666']","['CAMERA', 'NETWORK_NODE', 'DATA_CENTER']",7,99,67,2,1257,299965729,20000,10,"['CAMERA', 'NETWORK_NODE', 'DATA_CENTER']",3,46,1,1,1,99000000
large_devices_cctv_500,job-0d018f5e-8a67-4e0d-b97c-b637cf045392,COMPLETED,2026-02-23T15:02:51.061Z,2026-02-23T15:02:51.061Z,2026-02-23T15:02:59.752Z,8.91063904762268,372.10299999999995 $,"['VODAFONE_302212', 'TELSTRA_9015666', 'TELSTRA_304165']","['CAMERA', 'NETWORK_NODE', 'DATA_CENTER']",4,110,58,3,1497,299962669,20000,10,"['CAMERA', 'NETWORK_NODE', 'DATA_CENTER']",3,46,1,1,1,99000000
large_clients_cctv_500,job-4e1a49a2-d39c-4387-ab4f-e65078beea2a,COMPLETED,2026-02-23T15:02:59.819Z,2026-02-23T15:02:59.819Z,2026-02-23T15:02:59.925Z,0.10997605323791504,577.52 $,"['OPTUS_134574', 'OPTUS_51609', 'OPTUS_130087']","['CAMERA', 'NETWORK_NODE', 'DATA_CENTER']",10,161,76,3,2621,299962649,20000,10,"['CAMERA', 'NETWORK_NODE', 'DATA_CENTER']",6,203,1,1,1,99000000
large_clients_cctv_1000,job-4859eb49-4a42-4d5a-a5bf-dfd8668a414c,COMPLETED,2026-02-23T15:02:59.929Z,2026-02-23T15:02:59.929Z,2026-02-23T15:03:00.039Z,0.21440911293029785,724.92 $,"['OPTUS_134574', 'OPTUS_51609', 'OPTUS_130087']","['CAMERA', 'NETWORK_NODE', 'DATA_CENTER']",10,161,76,3,2621,299962649,20000,10,"['CAMERA', 'NETWORK_NODE', 'DATA_CENTER']",8,376,3,1,1,99000000
large_clients_cctv_1500,job-7140ee40-8080-4e68-a725-51f3c738990d,COMPLETED,2026-02-23T15:03:00.145Z,2026-02-23T15:03:00.145Z,2026-02-23T15:03:00.255Z,0.21655917167663574,831.455 $,"['OPTUS_134574', 'OPTUS_51609', 'OPTUS_130087']","['CAMERA', 'NETWORK_NODE', 'DATA_CENTER']",10,161,76,3,2621,299962649,20000,10,"['CAMERA', 'NETWORK_NODE', 'DATA_CENTER']",9,562,4,1,1,99000000
large_clients_cctv_2000,job-794d57e5-4370-440c-b5d1-c163b596ac45,COMPLETED,2026-02-23T15:03:00.362Z,2026-02-23T15:03:00.362Z,2026-02-23T15:03:00.471Z,0.21522283554077148,802.8149999999999 $,"['OPTUS_134574', 'OPTUS_51609', 'OPTUS_130087']","['CAMERA', 'NETWORK_NODE', 'DATA_CENTER']",10,161,76,3,2621,299962649,20000,10,"['CAMERA', 'NETWORK_NODE', 'DATA_CENTER']",11,747,2,1,1,99000000
